1|common_voice_pt_20143234.wav|2
1|common_voice_pt_19484624.wav|2
1|common_voice_pt_19405032.wav|3
1|common_voice_pt_19484624.wav|2
1|common_voice_pt_19370579.wav|3
1|common_voice_pt_19665686.wav|4
1|common_voice_pt_19658601.wav|5
1|common_voice_pt_19522569.wav|2
1|common_voice_pt_19942727.wav|2
1|common_voice_pt_19405032.wav|4
1|common_voice_pt_19854926.wav|5
1|common_voice_pt_20112985.wav|2
1|common_voice_pt_20143234.wav|4
1|common_voice_pt_19405032.wav|2
1|common_voice_pt_19665686.wav|2
1|common_voice_pt_19370579.wav|3
1|common_voice_pt_20112985.wav|2
1|common_voice_pt_19854926.wav|3
1|common_voice_pt_19942727.wav|3
1|common_voice_pt_20143234.wav|2
1|common_voice_pt_19522569.wav|3
1|common_voice_pt_19658601.wav|4
1|common_voice_pt_19484624.wav|3
2|common_voice_pt_19522569.wav|2
2|common_voice_pt_19370579.wav|2
2|common_voice_pt_20112985.wav|4
2|common_voice_pt_19854926.wav|5
2|common_voice_pt_19658601.wav|3
2|common_voice_pt_19405032.wav|4
2|common_voice_pt_19665686.wav|5
2|common_voice_pt_19484624.wav|3
2|common_voice_pt_19942727.wav|2
2|common_voice_pt_20143234.wav|3
